"sample.id","Observed","Shannon","FaithPD","collection.date","motu","island.side","station","site","transect","distance.along.transect","lat","long","sample.type","health.state","algae.N15","algae.C13.not.acid","algae.N.percent","rat.status","mL_sterivex","Evenness","RelAbund_Rhodospirillales_AEGEAN_169_marine_group","RelAbund_SAR11_CladeIa","RelAbund_SAR11_CladeIb","RelAbund_SAR11_CladeII","RelAbund_Prochlorococcus","RelAbund_SAR116_Clade","RelAbund_SAR86_Clade","RelAbund_Synechococcus","RelAbund_Cellvibrionales_Aestuariicella","RelAbund_Alteromonadales_Agaribacter","RelAbund_Cytophagales_Candidatus_Amoebophilus","RelAbund_Endozoicomonas","RelAbund_Alteromonadales_Glaciecola","RelAbund_Oceanospirillales_Neptuniibacter","RelAbund_Cellvibrionales_Porticoccus","RelAbund_Woesearchaeales_SCGC_AAA286E23","RelAbund_Litoricola","RelAbund_Uncultured_Alteromonadaceaeae","NMDS1","NMDS2","beta_dispersion_motu_islandside","site.name"
"TW195",834,4.899222377,85.42795574,"7-Nov-21","rimatuu","leeward","Rm1Ta30",1,"a",30,17.0284,149.56085,"water",NA,3.51,-6.93,0.45,"exulans only",1030,0.728375315563975,0.0626983685060415,0.0834122167158528,0.0540119160309594,0.0794030848042764,0.20769530597472,0.0394788128514951,0.121053510774542,0.00874213486274291,NA,NA,NA,NA,NA,NA,NA,NA,0.00556823876607829,0.00245002505707445,0.868515990386767,-0.201089525048823,0.148620721203185,"Rm1"
"TW196",647,4.750113509,75.4794887,"7-Nov-21","rimatuu","leeward","Rm1Ta40",1,"a",40,17.0284,149.56096,"water",NA,3.25,-7.56,0.34,"exulans only",1025,0.733909048259028,0.061306308814522,0.0757280472186647,0.0528982682777437,0.0800712734562058,0.225625034801492,0.0329639734951835,0.128347903558105,0.0115819366334428,NA,NA,NA,NA,NA,NA,NA,NA,0.00272843699537836,0.0019488835681274,0.584976382698777,-0.208573629637472,0.142128464249994,"Rm1"
"TW197",680,4.822695764,79.36852004,"7-Nov-21","rimatuu","leeward","Rm1Tb10",1,"b",10,17.02868,149.56068,"water",NA,4.07,-7.17,0.47,"exulans only",1055,0.739439918020342,0.0565733058633554,0.0796258143549195,0.0503925608330085,0.0811292388217607,0.207750988362381,0.0291775711342502,0.112589787850103,0.0134194554262487,NA,NA,NA,NA,NA,NA,NA,NA,0.00768416949718804,0.00206024834344897,0.779176534802848,-0.255099756353342,0.148327732195765,"Rm1"
"TW198",690,4.782535014,84.41788616,"7-Nov-21","rimatuu","leeward","Rm1Tb20",1,"b",20,17.02868,149.56081,"water",NA,3.4,-7.72,0.45,"exulans only",1060,0.731644585429471,0.0474970766746478,0.0862520184865527,0.0519516676875104,0.0790133080906509,0.20557937524361,0.0324628320062364,0.122946711955009,0.0137535497522134,NA,NA,NA,NA,NA,NA,NA,NA,0.00768416949718804,0.00222729550643132,0.758770287579601,-0.320758776053976,0.146990410103462,"Rm1"
"TW199",797,4.962500667,88.99414151,"7-Nov-21","rimatuu","leeward","Rm1Tb30",1,"b",30,17.02867,149.5609,"water",NA,3.33,-7.88,0.35,"exulans only",1060,0.7427942839042,0.0463277465337714,0.0686563839857453,0.0407595077676931,0.0677654657831728,0.221059079013308,0.0316832785789855,0.119550086307701,0.0134751378139095,NA,NA,NA,NA,NA,NA,NA,NA,0.00952168828999387,0.00384208474859402,0.847037209332972,-0.111713678597715,0.157411075443318,"Rm1"
"TW200",505,4.574298283,61.90325658,"7-Nov-21","rimatuu","leeward","Rm1Tb40",1,"b",40,17.02867,149.56099,"water",NA,3.15,-7.59,0.37,"exulans only",1040,0.734879162108295,0.0594131076340553,0.0815746979230469,0.0559607995990868,0.0751712233420569,0.233921710562949,0.0343003507990423,0.131354752491787,0.0117489837964252,NA,NA,NA,NA,NA,NA,NA,NA,0.00478868533882733,0.00256138983239601,0.514466543680223,-0.414906481498295,0.157559337274538,"Rm1"
"TW201",671,4.928971773,80.69413719,"7-Nov-21","rimatuu","leeward","Rm1Tc10",1,"c",10,17.029,149.5607,"water",NA,3.8,-7.62,0.41,"exulans only",1050,0.757281702465374,0.0483323124895596,0.0712177738181413,0.0478868533882733,0.0775098836238098,0.179352970655382,0.0252241216103346,0.119383039144719,0.0175956345008074,NA,NA,NA,NA,NA,NA,NA,NA,0.00662620413163316,0.00267275460771758,0.667319628047217,-0.344414833025933,0.194878455426181,"Rm1"
"TW202",425,4.53124056,55.75301065,"7-Nov-21","rimatuu","leeward","Rm1Tc20",1,"c",20,17.02899,149.56079,"water",NA,3.56,-7.7,0.43,"exulans only",1045,0.748706840485183,0.0618631326911298,0.0831894871652096,0.0574642240659279,0.0856395122222841,0.199008853499638,0.025892310262264,0.138871874825993,0.0225513670026171,NA,NA,NA,NA,NA,NA,NA,NA,0.00829667576145665,0.00300684893368228,0.37623239675559,-0.531748030780872,0.166974757544236,"Rm1"
"TW203",644,4.728784081,77.53977458,"7-Nov-21","rimatuu","leeward","Rm1Tc30",1,"c",30,17.029,149.56091,"water",NA,3.45,-8.31,0.38,"exulans only",1035,0.731138582864737,0.0598585667353416,0.0824656161256195,0.0462720641461106,0.0810735564340999,0.21265103847653,0.0371401525697422,0.123614900606938,0.0114705718581213,NA,NA,NA,NA,NA,NA,NA,NA,0.0065148393563116,0.00373071997327245,0.726491027866291,-0.395161405244207,0.142149892207674,"Rm1"
"TW204",597,4.70855081,71.33689745,"7-Nov-21","rimatuu","leeward","Rm1Tc40",1,"c",40,17.02901,149.56099,"water",NA,2.73,-9.29,0.46,"exulans only",1075,0.73664140608683,0.0526198563394398,0.0657608998273846,0.0511164318725987,0.068489336822763,0.231694415056518,0.0354696809399187,0.132022941143716,0.00890918202572526,NA,NA,NA,NA,NA,NA,NA,NA,0.00517846205245281,0.00300684893368228,0.586776923153993,-0.315959432964014,0.169329942957063,"Rm1"
"TW206",619,5.133670738,79.68413793,"11-Nov-21","rimatuu","windward","Rm2Ta20",2,"a",20,17.0332,149.55606,"water",NA,6.09,-9.11,0.5,"exulans only",1085,0.798628914777558,0.0589119661451083,0.0421515674592126,0.0403697310540676,0.0396458600144774,0.13586502589231,0.0228854613285818,0.0933793641071329,0.00818531098613509,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00038977671362548,0.933884255634817,-1.07707359192229,0.356944403772821,"Rm2"
"TW207",484,4.653092803,60.5397023,"11-Nov-21","rimatuu","windward","Rm2Ta30",2,"a",30,17.03325,149.556,"water",NA,5.33,-9.5,0.44,"exulans only",1065,0.752673713352686,0.0610278968762181,0.0733893869369119,0.0550141990088535,0.0804053677821705,0.186814410601927,0.0363605991424912,0.145665126120608,0.008463722924439,NA,NA,NA,NA,NA,NA,NA,NA,0.00178183640514505,0.00167047162982349,0.622747999256238,-0.433192186771273,0.17371303588313,"Rm2"
"TW208",611,4.862511062,69.57708083,"11-Nov-21","rimatuu","windward","Rm2Ta40",2,"a",40,17.0332,149.55594,"water",NA,5.78,-8.69,0.5,"exulans only",1045,0.757979356032666,0.065649535052063,0.0617517679158082,0.050782337546634,0.066429088479314,0.189765577147948,0.0393117656885127,0.128069491619801,0.00762848710952726,NA,NA,NA,NA,NA,NA,NA,NA,0.00172615401748427,0.00272843699537836,0.697141547305779,-0.270246500345186,0.188381882220353,"Rm2"
"TW209",678,4.887874268,80.83351628,"11-Nov-21","rimatuu","windward","Rm2Tb10",2,"b",10,17.03298,149.55591,"water",NA,5.66,-8.25,0.4,"exulans only",1070,0.749772025712926,0.0563505763127123,0.0786792137646862,0.0545130575199065,0.0814633331477254,0.180522300796258,0.0331310206581658,0.123559218219277,0.00801826382315274,NA,NA,NA,NA,NA,NA,NA,NA,0.00851940531209978,0.00239434266941366,0.739897760050407,-0.174602810161733,0.165738578981532,"Rm2"
"TW211",858,5.035095878,96.94684834,"11-Nov-21","rimatuu","windward","Rm2Tb30",2,"b",30,17.03312,149.55582,"water",NA,6.19,-9.4,0.5,"exulans only",1010,0.745431679464632,0.0525641739517791,0.0835235814911743,0.0463277465337714,0.0904281975611114,0.162759619132468,0.0320173729049502,0.11381480037864,0.0108023832061919,NA,NA,NA,NA,NA,NA,NA,NA,0.00378640236093324,0.0026170722200568,0.951746363167543,-0.0114419448710824,0.177553772422224,"Rm2"
"TW212",649,4.852044211,77.47115551,"11-Nov-21","rimatuu","windward","Rm2Tb40",2,"b",40,17.0332,149.55576,"water",NA,6.34,-8.95,0.49,"exulans only",1075,0.749300382425968,0.0626426861183808,0.0801269558438666,0.0526755387271006,0.08463722924439,0.191881507879058,0.0278411938303914,0.119939863021326,0.0100785121666017,NA,NA,NA,NA,NA,NA,NA,NA,0.00217161311877053,0.00361935519795089,0.756502913934661,-0.212230667150098,0.169154686435422,"Rm2"
"TW213",404,4.253671566,53.67894877,"11-Nov-21","rimatuu","windward","Rm2Tc10",2,"c",10,17.03278,149.55576,"water",NA,7.93,-8.62,0.48,"exulans only",1060,0.708778121909328,0.0393674480761735,0.0511164318725987,0.0423742970098558,0.0572971769029456,0.127234255804889,0.0221059079013308,0.0712177738181413,0.00673756890695473,NA,NA,NA,NA,NA,NA,NA,NA,0.130575199064536,0.0270059580154797,0.207097883980623,-0.512325868519433,0.354633236749529,"Rm2"
"TW214",553,4.804487543,68.67927639,"11-Nov-21","rimatuu","windward","Rm2Tc20",2,"c",20,17.03285,149.55569,"water",NA,6.6,-9.22,0.54,"exulans only",1075,0.760762500216435,0.0632551923826494,0.0727211982849825,0.0455481931065204,0.0771757892978451,0.158082298568963,0.026671863689515,0.114315941867587,0.00723871039590178,NA,NA,NA,NA,NA,NA,NA,NA,0.0315162314160031,0.0131967258756055,0.500745561511729,-0.214921684351008,0.188403577704178,"Rm2"
"TW215",716,4.927480074,79.79055614,"11-Nov-21","rimatuu","windward","Rm2Tc30",2,"c",30,17.03291,149.5556,"water",NA,6.71,-9.11,0.53,"exulans only",1050,0.749577093629462,0.0596358371846985,0.0792917200289548,0.0549585166211927,0.0907622918870761,0.182248454813742,0.0332980678211482,0.11097499860794,0.00902054680104683,NA,NA,NA,NA,NA,NA,NA,NA,0.0109694303691742,0.00490005011414889,0.714319904855565,-0.0688213942514078,0.155525384694808,"Rm2"
"TW216",540,4.771237321,67.11699042,"11-Nov-21","rimatuu","windward","Rm2Tc40",2,"c",40,17.03296,149.55554,"water",NA,6.96,-9.24,0.57,"exulans only",1070,0.758354110900695,0.0565733058633554,0.0876440781780723,0.0561835291497299,0.0985021437719249,0.179687064981346,0.0315719138036639,0.110139762793029,0.0081296285984743,NA,NA,NA,NA,NA,NA,NA,NA,0.0102455593295841,0.00378640236093324,0.589875911940226,-0.353112344245476,0.177100509770821,"Rm2"
